Date,Target,Naive,Naive (drift),AutoSARIMA,AutoSARIMAX,Exponential Smoothing,Theta,STL,XGBoost,XGBoost (+ X)
2022-08,46.512697865103846,43.03849993560002,43.00335593108246,43.15986964101831,43.61967960511092,43.2599046005805,60.0978927989847,41.31603337164728,42.99885,43.34672
2022-09,50.6375168889017,46.512697865103846,46.49329081993167,45.77960623686652,45.993392108604354,45.90457668085466,60.094918097939804,44.70748690626995,45.13756,44.500954
2022-10,53.58529194272211,50.6375168889017,50.636610852966,49.77036889212068,49.351511874791015,49.78764157273151,60.092583686585066,49.69808266362228,46.371666,49.00827
2022-11,52.91911072768968,53.58529194272211,53.59749115607421,52.96714465763746,52.81694968730379,52.94704883724178,60.09070734419089,53.690928118484614,52.32567,52.12187
2022-12,55.249902125685615,52.91911072768968,52.92830825773034,53.058690671848986,53.79407767278431,52.923822184598066,60.08878552102549,55.20477297487327,53.145252,53.51182
2023-01,53.61700516303326,55.249902125685615,55.2693269414882,54.76225414076712,54.23073067803986,54.855544987628605,60.08722140532638,53.72881850026447,55.05873,55.7832
2023-02,52.13256827987073,53.61700516303326,53.62918295349175,53.958642394253424,54.59571486200885,53.82826183491284,60.085477036024,55.919262630283306,54.598003,53.25562
2023-03,55.88364034558284,52.13256827987073,52.13821063507323,52.4426466391337,52.54629437540517,52.42141117978197,60.083578538114004,51.89398475334611,49.852715,51.617516
2023-04,56.339116216684296,55.88364034558284,55.90556717778755,55.100862261558596,55.3620787331198,55.283889050127314,60.08221438461748,53.86064646942852,56.889053,55.545933
2023-05,56.329074545372485,56.339116216684296,56.36291988455523,56.24402156421374,55.936529494006905,56.15860363768553,60.08094055770718,57.404281627886355,56.08146,57.378822
2023-06,59.50411917189875,56.329074545372485,56.352732328160734,56.33116954234257,56.49264432062209,56.29983043563472,60.079694596483016,56.47848622469402,57.10686,56.918133
2023-07,57.52113895051098,59.50411917189875,59.541302220110765,58.84226754115015,58.89696533107437,58.95601017050378,60.078880640533285,58.56427720970216,61.485863,60.608162
2023-08,54.52515790700191,57.52113895051098,57.54968882235719,57.93500496544211,57.850978522036044,57.76857431300698,60.07783430891047,59.4788504109402,59.69859,57.315582
2023-09,56.24476487130321,54.52515790700191,54.54083743452746,55.14916000096576,54.78792486899049,55.08278089194493,60.076437040630196,55.43443101064956,55.772137,54.73175
2023-10,58.219180555476925,56.24476487130321,56.26766443034052,55.88719153956305,55.857957669297065,56.04382424431691,60.07528513922775,54.476458207208786,56.06741,55.477505
2023-11,55.38520530512673,58.219180555476925,58.25031435976797,57.80873229997399,57.09457334204626,57.84225244378219,60.074401994220814,57.45244325719357,58.187336,57.066307
2023-12,58.30092168370473,55.38520530512673,55.40430083607895,55.974329264290134,56.162248770193116,55.8166032152377,60.07319301350974,57.66139332965078,54.26933,56.35847
